file,original,gzip,rar,xz
test_data/lcg/lcg_10000000_078.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_079.bin,1250000,1267,191,312
test_data/lcg/lcg_1000000_007.bin,125000,177,130,152
test_data/lcg/lcg_10000000_080.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_081.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_082.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_083.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_084.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_085.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_086.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_087.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_088.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_089.bin,1250000,1267,191,312
test_data/lcg/lcg_1000000_008.bin,125000,177,130,152
test_data/lcg/lcg_10000000_090.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_091.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_092.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_093.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_094.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_095.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_096.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_097.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_098.bin,1250000,1267,191,312
test_data/lcg/lcg_10000000_099.bin,1250000,1267,191,312
test_data/lcg/lcg_1000000_009.bin,125000,177,130,152
test_data/lcg/lcg_10000000_100.bin,1250000,1267,191,312
test_data/lcg/lcg_1000000_010.bin,125000,177,130,152
test_data/lcg/lcg_1000000_011.bin,125000,177,130,152
test_data/lcg/lcg_1000000_012.bin,125000,177,130,152
